sample,Video Title,Video URL,Publish Date,Video Category,Comment,H/NH,Target Group,Hate Category,explanation
13080,এক দফা নিয়ে যে বক্তব্য দিলেন সমন্বয়ক নাহিদ | News | Ekattor TV,https://youtube.com/watch?v=3ZEHeBK5olY,03-08-2024,News & Politics,বাংলাদেশের জনগণ কখনো ছাত্রদের এই অবদান ভুলবে না,NH,,,"এখানে ছাত্রদের অবদানের কথা বলা হয়েছে, যা একটি ইতিবাচক দিক। এই বাক্যে কৃতজ্ঞতা প্রকাশ করা হয়েছে, কোনও ব্যক্তি বা গোষ্ঠীর প্রতি ঘৃণা বা বিদ্বেষ ছড়ানোর উদ্দেশ্য নেই।"
13081,এক দফা নিয়ে যে বক্তব্য দিলেন সমন্বয়ক নাহিদ | News | Ekattor TV,https://youtube.com/watch?v=3ZEHeBK5olY,03-08-2024,News & Politics,বাংলাদেশের স্বাধীনতার ঘোষণা এখান থেকে হয়,NH,,,"উক্তিটি একটি ঐতিহাসিক তথ্য জানাচ্ছে। এখানে স্থান উল্লেখ করে একটি ঘটনার কথা বলা হয়েছে, যেখানে কোনো ব্যক্তি, জাতি, বা গোষ্ঠীকে আক্রমণ বা হেয় করা হয়নি।"
13082,এক দফা নিয়ে যে বক্তব্য দিলেন সমন্বয়ক নাহিদ | News | Ekattor TV,https://youtube.com/watch?v=3ZEHeBK5olY,03-08-2024,News & Politics,"২০২৪ সালের নতুন বাংলাদেশের ঐতিহাসিক বক্তব্য, এটা ইতিহাস!",NH,,,"কথাগুলো একটি নতুন বাংলাদেশের ঐতিহাসিক প্রেক্ষাপট নিয়ে বলা হয়েছে, যেখানে একটি ঘটনাকে ইতিহাসের অংশ হিসেবে উল্লেখ করা হয়েছে—এখানে কোনো ব্যক্তি, জাতি বা গোষ্ঠীকে উদ্দেশ্য করে ঘৃণা ছড়ানো হয়নি।"
13083,এক দফা নিয়ে যে বক্তব্য দিলেন সমন্বয়ক নাহিদ | News | Ekattor TV,https://youtube.com/watch?v=3ZEHeBK5olY,03-08-2024,News & Politics,এটি আমাদের প্রজন্মের ঐতিহাসিক রেসকোর্স ভাষণ,NH,,,"ভাষণটির ঐতিহাসিক গুরুত্বের কথা বলা হয়েছে এখানে, কোনও ব্যক্তি বা সম্প্রদায়কে আঘাত করার উদ্দেশ্য নেই। বরং এটি একটি প্রজন্মের স্মৃতিবিজড়িত ঘটনার প্রতি সম্মান জানাচ্ছে।"
13084,এক দফা নিয়ে যে বক্তব্য দিলেন সমন্বয়ক নাহিদ | News | Ekattor TV,https://youtube.com/watch?v=3ZEHeBK5olY,03-08-2024,News & Politics,ভাষণটা প্রায় মুখস্থ হয়ে গেছে। তবুও বারবার শুনতে ভালো লাগে।ইতিহাস হয়ে থাকবে।,NH,,,"বক্তৃতাটি মুখস্থ হওয়া সত্ত্বেও বার বার শুনতে ভালো লাগার কথা বলা হয়েছে, যা সাধারণভাবে ভালো লাগার অনুভূতি প্রকাশ করে। এখানে কোনো ব্যক্তি, জাতি, বা গোষ্ঠীকে আঘাত বা ছোট করা হয়নি, বরং একটি ইতিবাচক মনোভাব বিদ্যমান।"
13085,এক দফা নিয়ে যে বক্তব্য দিলেন সমন্বয়ক নাহিদ | News | Ekattor TV,https://youtube.com/watch?v=3ZEHeBK5olY,03-08-2024,News & Politics,"বীর যোদ্ধা,স্বাধীন বাংলাদেশ উপহার দেওয়ার জন্য",NH,,,"যোদ্ধার বীরত্ব ও দেশের প্রতি অবদানের কথা বলা হয়েছে এখানে, যা সম্মান ও কৃতজ্ঞতা প্রকাশ করে। এতে কোনো ব্যক্তি বা গোষ্ঠীর প্রতি বিদ্বেষ বা ঘৃণার প্রকাশ নেই।"
13086,এক দফা নিয়ে যে বক্তব্য দিলেন সমন্বয়ক নাহিদ | News | Ekattor TV,https://youtube.com/watch?v=3ZEHeBK5olY,03-08-2024,News & Politics,আমি এই ঐতিহাসিক ভাষন টিকে কোটি কোটি ডলারের বিনিময়ে খরিদ করতে চাই।,NH,,,"বক্তা একটি ঐতিহাসিক ভাষণের প্রতি তার গভীর আগ্রহ এবং উচ্চ মূল্য দেওয়ার ইচ্ছা প্রকাশ করছেন, যেখানে বিদ্বেষ ছড়ানোর মতো কোনো উপাদান নেই।"
13087,এক দফা নিয়ে যে বক্তব্য দিলেন সমন্বয়ক নাহিদ | News | Ekattor TV,https://youtube.com/watch?v=3ZEHeBK5olY,03-08-2024,News & Politics,"সময়ের সেরা সন্তান এরা,,,",NH,,,"এখানে সময়ের সেরা সন্তানদের কথা বলা হয়েছে, যা একটি প্রশংসামূলক উক্তি। এখানে কোনো ব্যক্তি বা গোষ্ঠীকে ঘৃণা বা অবজ্ঞা করা হয়নি।"
13088,এক দফা নিয়ে যে বক্তব্য দিলেন সমন্বয়ক নাহিদ | News | Ekattor TV,https://youtube.com/watch?v=3ZEHeBK5olY,03-08-2024,News & Politics,একদফা দাবি শুনার সাথে সাথেই রেডি হয়ে গিয়েছিলাম স্বপরিবারে,NH,,,"কথাটা অনেকটা স্বতঃস্ফূর্ত আনন্দের বহিঃপ্রকাশ, যেখানে কোনো বিশেষ ব্যক্তি বা গোষ্ঠীর প্রতি ঘৃণা বা বিদ্বেষ নেই। বরং, এটি একটি ব্যক্তিগত অভিজ্ঞতার বর্ণনা, যেখানে বক্তা একটি আহ্বানে সাড়া দিয়ে দ্রুত প্রস্তুতি নেওয়ার কথা বলছেন।"
13089,এক দফা নিয়ে যে বক্তব্য দিলেন সমন্বয়ক নাহিদ | News | Ekattor TV,https://youtube.com/watch?v=3ZEHeBK5olY,03-08-2024,News & Politics,এই ভাষণটি যুদ্ধের ঐতিহাসিক ভাষণ এই ভাষণ হাসিনার মসনদ ভেঙে চুরমার করে দিয়েছিল আলহামদুলিল্লাহ,NH,,,"এখানে একটি রাজনৈতিক ভাষণের কথা বলা হয়েছে এবং একটি বিশেষ ঘটনার প্রতি সমর্থন জানানো হয়েছে। তবে, এখানে কোনো ব্যক্তি, জাতি, বা গোষ্ঠীকে ঘৃণা বা আক্রমণ করা হয়নি, বরং একটি রাজনৈতিক পরিবর্তনের প্রতি ইঙ্গিত দেওয়া হয়েছে।"
